GENE	ENSG
MIR7854	ENSG00000277255
PCGF2	ENSG00000277258
MIR6833	ENSG00000277264
RN7SL556P	ENSG00000277265
LHX1-DT	ENSG00000277268
AL160412.1	ENSG00000277270
IGHV1OR21-1	ENSG00000277282
AC004812.2	ENSG00000277283
AL109976.1	ENSG00000277287
C10orf142	ENSG00000277288
AC136475.10	ENSG00000277290
AC084876.1	ENSG00000277299
AL034550.2	ENSG00000277301
AC142086.6	ENSG00000277304
AC092156.1	ENSG00000277306
AC090246.1	ENSG00000277310
AC012354.8	ENSG00000277311
ENSG00000277312	ENSG00000277312
GOLGA6L6	ENSG00000277322
AC093462.1	ENSG00000277324
SPDYE20P	ENSG00000277327
AC108002.2	ENSG00000277332
AC048344.4	ENSG00000277342
RNU1-6P	ENSG00000277344
ENSG00000277348	ENSG00000277348
AC133919.3	ENSG00000277349
AL353770.4	ENSG00000277350
AC013553.3	ENSG00000277351
AP001065.4	ENSG00000277352
ENSG00000277353	ENSG00000277353
NPAP1P7	ENSG00000277357
SRCIN1	ENSG00000277363
AL138966.2	ENSG00000277368
AC010654.1	ENSG00000277369
AL360176.1	ENSG00000277371
AL132765.2	ENSG00000277373
AC005837.4	ENSG00000277382
AC010331.1	ENSG00000277383
AL020993.2	ENSG00000277385
AL138999.1	ENSG00000277386
MIR8058	ENSG00000277387
MIR8053	ENSG00000277388
MIR6881	ENSG00000277391
ENSG00000277394	ENSG00000277394
AC079775.1	ENSG00000277396
AL606760.4	ENSG00000277397
GPR179	ENSG00000277399
ENSG00000277400	ENSG00000277400
MIR6891	ENSG00000277402
SEC22B4P	ENSG00000277406
AL021938.1	ENSG00000277411
AC009560.2	ENSG00000277413
ENSG00000277420	ENSG00000277420
AC069234.5	ENSG00000277423
AL121890.4	ENSG00000277425
AC006441.5	ENSG00000277426
ENSG00000277427	ENSG00000277427
AC138649.2	ENSG00000277435
AC012676.4	ENSG00000277440
MARCKS	ENSG00000277443
AP005431.2	ENSG00000277447
LINC02338	ENSG00000277448
CEBPB-AS1	ENSG00000277449
AC002094.4	ENSG00000277450
RN7SL473P	ENSG00000277452
AC010271.2	ENSG00000277453
AC010387.2	ENSG00000277455
AP001527.2	ENSG00000277459
ZNF670	ENSG00000277462
AC080038.3	ENSG00000277463
AL137067.1	ENSG00000277465
RN7SL628P	ENSG00000277467
MIR6894	ENSG00000277474
ENSG00000277475	ENSG00000277475
AC005332.5	ENSG00000277476
MIR6165	ENSG00000277478
AL022345.3	ENSG00000277479
PKD1L3	ENSG00000277481
AC090607.5	ENSG00000277482
RN7SL321P	ENSG00000277483
ENSG00000277485	ENSG00000277485
AC087392.5	ENSG00000277491
AC139769.3	ENSG00000277493
GPIHBP1	ENSG00000277494
AL357033.4	ENSG00000277496
AC107081.3	ENSG00000277498
AC243571.2	ENSG00000277501
AC010536.3	ENSG00000277504
AC010271.3	ENSG00000277510
AC116407.2	ENSG00000277511
OR52Q1P	ENSG00000277514
OFD1P16Y	ENSG00000277519
ENSG00000277520	ENSG00000277520
MIR8078	ENSG00000277521
AC245123.1	ENSG00000277526
LINC01796	ENSG00000277527
NF1P10	ENSG00000277529
PNMA8C	ENSG00000277531
AC025048.5	ENSG00000277532
AC007996.1	ENSG00000277534
AL772284.2	ENSG00000277535
ENSG00000277539	ENSG00000277539
ZNF630-AS1	ENSG00000277541
AC091179.4	ENSG00000277542
AC026471.5	ENSG00000277543
AL356752.1	ENSG00000277545
AC018926.3	ENSG00000277548
AL031651.1	ENSG00000277550
ENSG00000277555	ENSG00000277555
OR13C5	ENSG00000277556
AL109923.1	ENSG00000277558
AC018553.1	ENSG00000277559
GOLGA8IP	ENSG00000277561
AC010320.6	ENSG00000277562
AC063961.1	ENSG00000277563
AC089999.4	ENSG00000277566
AC011375.1	ENSG00000277568
AP001347.2	ENSG00000277572
ENSG00000277573	ENSG00000277573
AL162233.1	ENSG00000277575
AC244093.3	ENSG00000277579
AL023803.3	ENSG00000277581
NEFL	ENSG00000277586
AC008759.3	ENSG00000277587
MIR6806	ENSG00000277588
AC244093.4	ENSG00000277589
MIR7845	ENSG00000277590
RN7SL575P	ENSG00000277591
AC126121.4	ENSG00000277592
AC007546.1	ENSG00000277595
AC130343.2	ENSG00000277597
BX088702.1	ENSG00000277598
AC005363.2	ENSG00000277602
AL590283.1	ENSG00000277605
AL365204.3	ENSG00000277608
RNVU1-4	ENSG00000277610
AL121991.1	ENSG00000277617
AC008406.3	ENSG00000277619
AC005277.2	ENSG00000277621
AC133109.1	ENSG00000277628
ENSG00000277630	ENSG00000277630
PGM5P3-AS1	ENSG00000277631
CCL3	ENSG00000277632
AL627171.2	ENSG00000277634
AC076971.1	ENSG00000277635
AC007906.2	ENSG00000277639
ENSG00000277645	ENSG00000277645
AL353684.1	ENSG00000277646
AL391261.4	ENSG00000277651
AL354709.2	ENSG00000277653
AC087633.2	ENSG00000277654
AC245407.1	ENSG00000277655
AL662791.2	ENSG00000277661
AL354696.1	ENSG00000277662
ENSG00000277663	ENSG00000277663
ENSG00000277666	ENSG00000277666
AC140481.3	ENSG00000277668
ENSG00000277669	ENSG00000277669
AC011603.5	ENSG00000277672
AC211486.9	ENSG00000277675
AC090971.7	ENSG00000277677
RNU1-153P	ENSG00000277678
MIR6739	ENSG00000277681
AL392048.1	ENSG00000277684
AL139407.1	ENSG00000277687
AL121583.1	ENSG00000277692
AP003900.1	ENSG00000277693
AC097478.3	ENSG00000277695
AC159540.2	ENSG00000277701
AC239859.5	ENSG00000277702
AC007450.3	ENSG00000277705
PGBD4P2	ENSG00000277708
MIR6856	ENSG00000277713
AC079174.2	ENSG00000277715
LINC02255	ENSG00000277718
H3C5P	ENSG00000277720
AL022165.1	ENSG00000277721
MIR6827	ENSG00000277723
AL109811.3	ENSG00000277726
AC097641.2	ENSG00000277728
TRAC	ENSG00000277734
FP325317.1	ENSG00000277737
AC126175.2	ENSG00000277738
AC079089.4	ENSG00000277740
GOLGA6L17P	ENSG00000277741
AC011462.4	ENSG00000277744
H2AB3	ENSG00000277745
AC006262.4	ENSG00000277748
AC023300.2	ENSG00000277749
AL355836.2	ENSG00000277754
AC138649.3	ENSG00000277755
AL358394.3	ENSG00000277757
FO681492.1	ENSG00000277758
MIR6719	ENSG00000277759
ENSG00000277761	ENSG00000277761
AL138995.1	ENSG00000277763
AC007040.3	ENSG00000277764
AC004790.1	ENSG00000277766
AL442128.2	ENSG00000277767
AL117328.2	ENSG00000277771
H3C7	ENSG00000277775
PGM5P2	ENSG00000277778
AC068870.2	ENSG00000277782
MIR6786	ENSG00000277784
AC084781.2	ENSG00000277790
PSMB3	ENSG00000277791
ENSG00000277792	ENSG00000277792
AL355132.1	ENSG00000277794
AC244517.3	ENSG00000277795
AL359693.1	ENSG00000277797
AC006213.4	ENSG00000277806
AC012354.9	ENSG00000277809
ENSG00000277812	ENSG00000277812
MIR6738	ENSG00000277817
ENSG00000277819	ENSG00000277819
AC020917.3	ENSG00000277825
AL137067.2	ENSG00000277828
AL031651.2	ENSG00000277829
AL138960.1	ENSG00000277831
ENSG00000277836	ENSG00000277836
AC090340.1	ENSG00000277837
ENSG00000277839	ENSG00000277839
AC026368.1	ENSG00000277840
ENSG00000277843	ENSG00000277843
SNORD30	ENSG00000277846
LINC02391	ENSG00000277851
AC244255.1	ENSG00000277852
AC097634.3	ENSG00000277855
ENSG00000277856	ENSG00000277856
ENSG00000277861	ENSG00000277861
AL162574.1	ENSG00000277863
GOLGA6L22	ENSG00000277865
AC022106.2	ENSG00000277866
AC138649.4	ENSG00000277867
AL773524.1	ENSG00000277869
FAM230A	ENSG00000277870
AC131159.2	ENSG00000277873
ENSG00000277877	ENSG00000277877
AC010385.3	ENSG00000277878
AL391988.1	ENSG00000277879
TRBV17	ENSG00000277880
AL592295.2	ENSG00000277882
NLRP3P1	ENSG00000277883
MIR6846	ENSG00000277888
MIR6746	ENSG00000277892
SRD5A2	ENSG00000277893
AC135279.4	ENSG00000277895
ENSG00000277896	ENSG00000277896
AL031053.1	ENSG00000277900
AL390037.1	ENSG00000277901
ENSG00000277905	ENSG00000277905
AC243773.2	ENSG00000277911
MIR8089	ENSG00000277912
AL357500.2	ENSG00000277916
AC010722.1	ENSG00000277930
OR52E5	ENSG00000277932
ENSG00000277934	ENSG00000277934
ENSG00000277937	ENSG00000277937
AL035252.4	ENSG00000277938
MIR8075	ENSG00000277942
AC107308.1	ENSG00000277945
AC007435.2	ENSG00000277948
AC006547.4	ENSG00000277950
AC092745.3	ENSG00000277952
AC092376.2	ENSG00000277954
SENP3-EIF4A1	ENSG00000277957
AL138785.3	ENSG00000277958
AL162274.2	ENSG00000277959
ENSG00000277962	ENSG00000277962
AL133519.1	ENSG00000277965
AC004080.12	ENSG00000277966
AC006449.7	ENSG00000277969
CISD3	ENSG00000277972
AC010332.1	ENSG00000277977
AC010542.6	ENSG00000277978
ENSG00000277979	ENSG00000277979
AL731556.2	ENSG00000277981
AP001264.1	ENSG00000277984
LINC02351	ENSG00000277987
FAM30B	ENSG00000277988
ENSG00000277993	ENSG00000277993
AC079779.4	ENSG00000277997
AC107075.1	ENSG00000277998
AC009093.6	ENSG00000277999
AC139100.2	ENSG00000278000
AL591926.5	ENSG00000278001
AL627171.3	ENSG00000278002
AC009492.1	ENSG00000278004
AC016586.2	ENSG00000278007
AL139099.4	ENSG00000278009
AC024941.1	ENSG00000278011
AL031658.2	ENSG00000278012
AC245033.2	ENSG00000278013
ENSG00000278014	ENSG00000278014
AC064801.1	ENSG00000278017
AC118658.1	ENSG00000278022
RDM1	ENSG00000278023
AL591926.6	ENSG00000278028
ENSG00000278029	ENSG00000278029
TRBV7-9	ENSG00000278030
MIR6731	ENSG00000278034
AL121895.2	ENSG00000278035
AL158825.3	ENSG00000278040
AL133325.3	ENSG00000278041
AC023490.6	ENSG00000278044
AC024051.10	ENSG00000278048
AC104985.2	ENSG00000278052
DDX52	ENSG00000278053
AL591926.7	ENSG00000278054
TEX28	ENSG00000278057
AC009159.3	ENSG00000278058
ENSG00000278059	ENSG00000278059
AC012366.1	ENSG00000278060
ENSG00000278065	ENSG00000278065
AL161669.3	ENSG00000278071
MIR6726	ENSG00000278073
AC114341.1	ENSG00000278075
AL591926.8	ENSG00000278077
ENSG00000278080	ENSG00000278080
AC013476.1	ENSG00000278083
AC069503.3	ENSG00000278084
LUNAR1	ENSG00000278090
AC022509.4	ENSG00000278095
AC243829.5	ENSG00000278097
RNVU1-2A	ENSG00000278099
AL139405.1	ENSG00000278100
AF254983.2	ENSG00000278106
AC027575.3	ENSG00000278107
MIR6757	ENSG00000278108
AC068675.1	ENSG00000278109
AC145423.3	ENSG00000278112
AQP7P5	ENSG00000278122
RN7SL186P	ENSG00000278124
AC139768.1	ENSG00000278126
AL139093.1	ENSG00000278128
ZNF8	ENSG00000278129
AL591424.3	ENSG00000278130
AC116050.1	ENSG00000278131
AC135050.6	ENSG00000278133
ENSG00000278134	ENSG00000278134
ENSG00000278136	ENSG00000278136
CLUHP11	ENSG00000278138
AL358075.4	ENSG00000278139
ENSG00000278142	ENSG00000278142
NF1P7	ENSG00000278143
AC012409.4	ENSG00000278146
AL121809.3	ENSG00000278147
AL121782.1	ENSG00000278153
TSC22D1-AS1	ENSG00000278156
AP001059.2	ENSG00000278158
AL137028.2	ENSG00000278171
GLIDR	ENSG00000278175
AL354811.1	ENSG00000278177
ENSG00000278179	ENSG00000278179
NF1P11	ENSG00000278184
ENSG00000278185	ENSG00000278185
ENSG00000278187	ENSG00000278187
AL118505.1	ENSG00000278192
SSTR3	ENSG00000278195
IGLV2-8	ENSG00000278196
LINC01971	ENSG00000278200
AC243919.2	ENSG00000278202
ENSG00000278203	ENSG00000278203
AC092447.10	ENSG00000278205
AL031320.2	ENSG00000278206
AC134878.2	ENSG00000278212
CNTNAP3P5	ENSG00000278213
LINC02139	ENSG00000278214
AP001318.3	ENSG00000278215
AC003657.2	ENSG00000278218
ENSG00000278219	ENSG00000278219
MIR6783	ENSG00000278223
PRICKLE4	ENSG00000278224
AC022483.3	ENSG00000278226
AL133342.1	ENSG00000278231
AC005076.3	ENSG00000278236
AL359513.1	ENSG00000278238
AC243967.3	ENSG00000278239
RN7SL725P	ENSG00000278242
ENSG00000278244	ENSG00000278244
AC004815.1	ENSG00000278250
AC004852.2	ENSG00000278254
AC005344.1	ENSG00000278255
MYO19	ENSG00000278259
AC135068.2	ENSG00000278263
MIR6803	ENSG00000278264
AC079949.2	ENSG00000278266
MIR6859-1	ENSG00000278267
ENSG00000278272	ENSG00000278272
AC103705.1	ENSG00000278275
AL110115.2	ENSG00000278276
MIR6816	ENSG00000278278
MIR7856	ENSG00000278281
ENSG00000278286	ENSG00000278286
AL161772.1	ENSG00000278291
RFPL4AP6	ENSG00000278292
TBC1D3C	ENSG00000278299
GRAMD4P3	ENSG00000278301
AL161616.2	ENSG00000278305
ENSG00000278309	ENSG00000278309
GGNBP2	ENSG00000278311
AC100827.5	ENSG00000278313
ENSG00000278315	ENSG00000278315
ZNF229	ENSG00000278318
MIR6802	ENSG00000278328
AC018529.2	ENSG00000278330
AL021918.2	ENSG00000278332
AC022028.3	ENSG00000278333
AL139327.3	ENSG00000278337
VWA8-AS1	ENSG00000278338
AC138028.6	ENSG00000278341
AL133373.1	ENSG00000278342
ENSG00000278343	ENSG00000278343
AC063943.2	ENSG00000278344
AC080112.3	ENSG00000278346
AC010931.3	ENSG00000278348
ENSG00000278350	ENSG00000278350
ENSG00000278352	ENSG00000278352
ENSG00000278353	ENSG00000278353
AC005911.1	ENSG00000278356
MIR7155	ENSG00000278359
ENSG00000278366	ENSG00000278366
AL356652.1	ENSG00000278367
AC021422.2	ENSG00000278370
AC021305.1	ENSG00000278374
ENSG00000278375	ENSG00000278375
AP004609.5	ENSG00000278376
ENSG00000278380	ENSG00000278380
AL050303.2	ENSG00000278381
AL031673.1	ENSG00000278383
ENSG00000278384	ENSG00000278384
AC121338.2	ENSG00000278385
AC002076.2	ENSG00000278388
AC099518.6	ENSG00000278389
AL354696.2	ENSG00000278390
AC243829.6	ENSG00000278395
AL122023.3	ENSG00000278396
AC026120.1	ENSG00000278399
ENSG00000278405	ENSG00000278405
AC108861.1	ENSG00000278408
MIR6854	ENSG00000278412
AL159159.1	ENSG00000278413
PMS2P2	ENSG00000278416
MIR6512	ENSG00000278418
AL451164.2	ENSG00000278419
MIR6819	ENSG00000278420
AC004386.7	ENSG00000278421
ENSG00000278423	ENSG00000278423
AC022709.1	ENSG00000278428
AC023830.3	ENSG00000278434
ENSG00000278439	ENSG00000278439
AL137246.2	ENSG00000278445
MIR6781	ENSG00000278447
ENSG00000278448	ENSG00000278448
MIR6892	ENSG00000278449
ENSG00000278453	ENSG00000278453
AL606534.5	ENSG00000278455
AC015712.7	ENSG00000278456
AC006517.5	ENSG00000278459
ENSG00000278460	ENSG00000278460
AL359880.1	ENSG00000278462
H2AC4	ENSG00000278463
AC068506.1	ENSG00000278464
AC138393.3	ENSG00000278467
AC005912.3	ENSG00000278469
AC009268.2	ENSG00000278472
IGHV3-41	ENSG00000278473
AC009464.1	ENSG00000278475
ENSG00000278479	ENSG00000278479
AL391094.1	ENSG00000278480
AC010998.3	ENSG00000278484
AC006213.5	ENSG00000278492
AC039056.2	ENSG00000278493
AL158062.1	ENSG00000278496
AL356608.2	ENSG00000278498
NPAP1L	ENSG00000278499
ENSG00000278500	ENSG00000278500
ENSG00000278504	ENSG00000278504
C17orf78	ENSG00000278505
ENSG00000278507	ENSG00000278507
ENSG00000278509	ENSG00000278509
ENSG00000278512	ENSG00000278512
AC091046.2	ENSG00000278513
AC068831.7	ENSG00000278514
MIR6865	ENSG00000278517
AL161645.1	ENSG00000278518
MIR7851	ENSG00000278520
POTEB3	ENSG00000278522
MIR6810	ENSG00000278524
MIR8070	ENSG00000278529
CHMP1B2P	ENSG00000278530
AL512324.3	ENSG00000278531
AC026585.1	ENSG00000278532
DHRS11	ENSG00000278535
ACACA	ENSG00000278540
AC010332.2	ENSG00000278543
AC003101.2	ENSG00000278546
MIR6736	ENSG00000278549
AC116165.5	ENSG00000278552
TMEM191B	ENSG00000278558
PTPN20CP	ENSG00000278561
NR2E3	ENSG00000278570
AL355877.2	ENSG00000278572
AL162171.3	ENSG00000278576
AC027139.2	ENSG00000278582
H2BC10	ENSG00000278588
RN7SL113P	ENSG00000278590
AC004080.15	ENSG00000278592
AL589182.2	ENSG00000278594
AL133396.2	ENSG00000278595
MIR6775	ENSG00000278598
TBC1D3E	ENSG00000278599
AC015871.3	ENSG00000278600
AL158163.2	ENSG00000278601
AC245033.3	ENSG00000278603
RN7SL429P	ENSG00000278604
AC015819.2	ENSG00000278607
AC093152.1	ENSG00000278610
ZNF426-DT	ENSG00000278611
C11orf98	ENSG00000278615
BEND3P3	ENSG00000278616
MIR8074	ENSG00000278617
MRM1	ENSG00000278619
AC037198.2	ENSG00000278621
AC023310.4	ENSG00000278626
AC005962.1	ENSG00000278627
LINC02335	ENSG00000278630
SOWAHCP5	ENSG00000278631
ENSG00000278633	ENSG00000278633
AC141557.2	ENSG00000278635
AL354872.3	ENSG00000278636
H4C1	ENSG00000278637
AC244093.5	ENSG00000278638
ENSG00000278639	ENSG00000278639
AC015813.4	ENSG00000278642
ENSG00000278645	ENSG00000278645
ENSG00000278651	ENSG00000278651
AC007450.4	ENSG00000278654
AP000346.4	ENSG00000278655
AC245452.5	ENSG00000278657
MIR6826	ENSG00000278658
TRAJ37	ENSG00000278661
GOLGA6L10	ENSG00000278662
AC020765.3	ENSG00000278665
AC244250.3	ENSG00000278667
AC005899.8	ENSG00000278668
ENSG00000278673	ENSG00000278673
H2AC17	ENSG00000278677
CYCSP41	ENSG00000278678
ENSG00000278679	ENSG00000278679
AC018558.4	ENSG00000278681
AC006329.1	ENSG00000278683
IQCA1L	ENSG00000278685
AC244100.4	ENSG00000278690
AL354980.2	ENSG00000278694
AL162574.2	ENSG00000278698
AC023830.4	ENSG00000278700
AL356362.1	ENSG00000278702
AC100847.1	ENSG00000278703
ENSG00000278704	ENSG00000278704
H4C2	ENSG00000278705
NKILA	ENSG00000278709
AC133540.1	ENSG00000278716
MCM8-AS1	ENSG00000278719
AL669942.2	ENSG00000278720
AF013593.2	ENSG00000278724
AC020765.4	ENSG00000278725
AC000403.1	ENSG00000278727
AC005332.6	ENSG00000278730
AL137143.1	ENSG00000278732
AC022079.2	ENSG00000278733
ENSG00000278735	ENSG00000278735
AC013553.4	ENSG00000278737
MIR6859-4	ENSG00000278739
AC005332.7	ENSG00000278740
AC087239.1	ENSG00000278743
AL449363.1	ENSG00000278744
AL391903.3	ENSG00000278745
RN7SL660P	ENSG00000278746
ENSG00000278750	ENSG00000278750
AL513423.1	ENSG00000278754
MIR6722	ENSG00000278756
FAM27B	ENSG00000278763
AC004477.3	ENSG00000278765
AC092683.2	ENSG00000278766
BACE1-AS	ENSG00000278768
AC091132.6	ENSG00000278770
RN7SL3	ENSG00000278771
ENSG00000278772	ENSG00000278772
AL390065.2	ENSG00000278778
MIR6071	ENSG00000278783
AL136295.7	ENSG00000278784
ENSG00000278792	ENSG00000278792
AC015884.3	ENSG00000278794
AC011551.1	ENSG00000278797
ENSG00000278804	ENSG00000278804
ENSG00000278810	ENSG00000278810
LINC00624	ENSG00000278811
AL121890.5	ENSG00000278816
ENSG00000278817	ENSG00000278817
AL158801.5	ENSG00000278818
AC005156.1	ENSG00000278819
ENSG00000278820	ENSG00000278820
H3C10	ENSG00000278828
AC099811.5	ENSG00000278829
AL355493.4	ENSG00000278830
AL513190.1	ENSG00000278831
ENSG00000278832	ENSG00000278832
AC073508.3	ENSG00000278834
ENSG00000278836	ENSG00000278836
AC009878.1	ENSG00000278840
AC008147.4	ENSG00000278842
MRPL45	ENSG00000278845
AC006157.1	ENSG00000278847
ENSG00000278849	ENSG00000278849
IGKV1D-12	ENSG00000278857
AC005691.1	ENSG00000278860
AC117503.2	ENSG00000278861
AC092724.1	ENSG00000278862
AC091059.2	ENSG00000278863
AC055811.4	ENSG00000278864
AC006065.5	ENSG00000278866
AC090616.6	ENSG00000278867
BX539320.1	ENSG00000278869
AC005495.1	ENSG00000278873
AC025809.2	ENSG00000278875
AC145207.9	ENSG00000278876
AC091932.2	ENSG00000278877
AP000560.1	ENSG00000278879
AC092608.2	ENSG00000278880
FP325331.1	ENSG00000278881
ENSG00000278882	ENSG00000278882
ENSG00000278883	ENSG00000278883
AC106730.2	ENSG00000278885
AC087821.1	ENSG00000278886
ENSG00000278888	ENSG00000278888
FP325330.2	ENSG00000278890
AC105101.1	ENSG00000278891
AP002371.1	ENSG00000278892
AC010533.1	ENSG00000278893
AC073348.1	ENSG00000278894
AC008507.3	ENSG00000278895
AC025031.5	ENSG00000278896
AC020951.1	ENSG00000278897
AC087045.3	ENSG00000278898
AL358852.1	ENSG00000278899
AC139792.2	ENSG00000278900
AC005609.1	ENSG00000278901
AC010947.1	ENSG00000278902
CU633906.4	ENSG00000278903
AC106818.1	ENSG00000278905
AC132154.1	ENSG00000278908
AC007608.4	ENSG00000278909
BANCR	ENSG00000278910
AC015819.3	ENSG00000278911
AC008870.6	ENSG00000278912
AC026797.1	ENSG00000278913
AP003355.3	ENSG00000278914
CEP83-DT	ENSG00000278916
AC006213.6	ENSG00000278917
AC080112.4	ENSG00000278918
ENSG00000278919	ENSG00000278919
AC005005.4	ENSG00000278920
EPB41L4A-DT	ENSG00000278921
AC002310.5	ENSG00000278922
AC078883.3	ENSG00000278924
AC005753.1	ENSG00000278925
AC092134.2	ENSG00000278926
AC136621.1	ENSG00000278928
CR381670.1	ENSG00000278931
CR381653.1	ENSG00000278932
AC022743.1	ENSG00000278933
AC117489.1	ENSG00000278934
AC087386.2	ENSG00000278935
AC244517.4	ENSG00000278936
ENSG00000278937	ENSG00000278937
ENSG00000278938	ENSG00000278938
ENSG00000278939	ENSG00000278939
SMG6-IT1	ENSG00000278941
AC079228.1	ENSG00000278943
ENSG00000278947	ENSG00000278947
AL031587.5	ENSG00000278948
AC127070.4	ENSG00000278949
AC138907.8	ENSG00000278950
ENSG00000278951	ENSG00000278951
AP003068.4	ENSG00000278952
AP003499.5	ENSG00000278953
AC130686.1	ENSG00000278954
FP475955.1	ENSG00000278955
AC012354.10	ENSG00000278957
AC006378.1	ENSG00000278959
AL022329.3	ENSG00000278960
AC092645.1	ENSG00000278962
AC005921.4	ENSG00000278963
AC122713.2	ENSG00000278965
AL031602.1	ENSG00000278966
AL138847.2	ENSG00000278967
AC026310.3	ENSG00000278969
HEIH	ENSG00000278970
AC091305.1	ENSG00000278971
AC015920.1	ENSG00000278972
AC073592.2	ENSG00000278973
AC093909.6	ENSG00000278974
AC007012.2	ENSG00000278975
ENSG00000278978	ENSG00000278978
AC007598.3	ENSG00000278979
AC079298.1	ENSG00000278981
AL139125.1	ENSG00000278982
AC048380.2	ENSG00000278983
AC092718.7	ENSG00000278985
AC091060.1	ENSG00000278986
AL031009.1	ENSG00000278987
AL356490.1	ENSG00000278988
AP001148.1	ENSG00000278989
AC090181.3	ENSG00000278991
AC012048.1	ENSG00000278992
AC002350.2	ENSG00000278993
AC008785.1	ENSG00000278994
Z69720.2	ENSG00000278995
FP671120.5	ENSG00000278996
AL662907.1	ENSG00000278997
AC099552.4	ENSG00000278998
AC008985.1	ENSG00000278999
AC079602.4	ENSG00000279001
ENSG00000279003	ENSG00000279003
AC103798.1	ENSG00000279004
AC211433.3	ENSG00000279005
AL022323.1	ENSG00000279006
ENSG00000279007	ENSG00000279007
ENSG00000279010	ENSG00000279010
AC110774.1	ENSG00000279013
AC051619.9	ENSG00000279014
AC016717.3	ENSG00000279015
AC093648.1	ENSG00000279016
AC098476.1	ENSG00000279017
AC009090.4	ENSG00000279019
C18orf15	ENSG00000279020
AC092139.2	ENSG00000279021
AL359715.4	ENSG00000279022
AC148477.6	ENSG00000279023
AC112255.1	ENSG00000279024
AL356863.1	ENSG00000279025
AC005225.4	ENSG00000279026
AC010223.1	ENSG00000279028
AL353583.1	ENSG00000279029
AC007336.3	ENSG00000279030
AC004232.2	ENSG00000279031
AC011266.1	ENSG00000279034
AC022211.5	ENSG00000279035
AC015656.1	ENSG00000279036
ENSG00000279038	ENSG00000279038
AC011447.6	ENSG00000279039
AC090617.6	ENSG00000279040
AC102945.2	ENSG00000279041
AP005242.4	ENSG00000279042
AC004014.2	ENSG00000279043
AC007787.2	ENSG00000279044
AP003062.1	ENSG00000279046
AC244517.5	ENSG00000279047
AC080080.1	ENSG00000279048
PWAR1	ENSG00000279050
ENSG00000279054	ENSG00000279054
AC141586.4	ENSG00000279057
AGAP14P	ENSG00000279058
AC007485.2	ENSG00000279059
Z98043.1	ENSG00000279061
CR382287.1	ENSG00000279062
AC008735.5	ENSG00000279063
FP236315.1	ENSG00000279064
AL138688.1	ENSG00000279065
HEXD-IT1	ENSG00000279066
AC002540.1	ENSG00000279067
AC244517.6	ENSG00000279068
AC015813.5	ENSG00000279069
AC073263.2	ENSG00000279070
AC073592.3	ENSG00000279071
AC118758.3	ENSG00000279072
AL807752.6	ENSG00000279073
AC007998.5	ENSG00000279074
AC091965.5	ENSG00000279075
AL136140.2	ENSG00000279076
AC023090.2	ENSG00000279077
SND1-IT1	ENSG00000279078
AL022322.2	ENSG00000279080
AL356585.1	ENSG00000279081
LINC01727	ENSG00000279082
AL160274.1	ENSG00000279083
ENSG00000279084	ENSG00000279084
AL022323.2	ENSG00000279085
AC073130.3	ENSG00000279086
AC073592.4	ENSG00000279087
AC022400.8	ENSG00000279088
AC005839.1	ENSG00000279089
AP000843.1	ENSG00000279090
AC026523.2	ENSG00000279091
AC025678.3	ENSG00000279092
LINC01670	ENSG00000279094
AC243964.4	ENSG00000279095
AL356289.2	ENSG00000279096
AC097460.2	ENSG00000279098
AC009120.6	ENSG00000279100
AC138470.1	ENSG00000279103
AC093775.1	ENSG00000279104
AC009093.7	ENSG00000279106
AC138951.2	ENSG00000279107
AC008537.3	ENSG00000279108
ENSG00000279109	ENSG00000279109
AL022323.3	ENSG00000279110
AC148477.7	ENSG00000279113
Z99129.3	ENSG00000279114
AP001972.5	ENSG00000279117
AC093535.2	ENSG00000279118
AC073592.5	ENSG00000279121
AC027281.2	ENSG00000279123
AL356585.2	ENSG00000279124
AL121950.1	ENSG00000279127
AC078925.2	ENSG00000279128
AC046158.3	ENSG00000279129
AC091925.1	ENSG00000279130
ENSG00000279131	ENSG00000279131
AC018628.2	ENSG00000279133
AC090643.1	ENSG00000279134
AL512652.2	ENSG00000279135
AL031258.1	ENSG00000279136
AL356309.3	ENSG00000279137
AP002847.1	ENSG00000279138
AL590326.1	ENSG00000279140
AL590226.2	ENSG00000279141
AC009108.4	ENSG00000279142
AC139099.3	ENSG00000279143
AC099667.1	ENSG00000279144
AC011912.1	ENSG00000279145
AC063926.2	ENSG00000279146
AC112504.1	ENSG00000279147
AC126474.1	ENSG00000279148
AL356750.1	ENSG00000279149
AL021920.1	ENSG00000279151
AC117500.4	ENSG00000279153
AL353726.2	ENSG00000279154
AC233300.1	ENSG00000279155
AC003681.1	ENSG00000279159
AC093503.3	ENSG00000279161
AC141586.5	ENSG00000279162
AL118508.2	ENSG00000279164
AC135776.4	ENSG00000279165
AC009951.4	ENSG00000279166
AC105052.4	ENSG00000279168
TSTD3	ENSG00000279170
AC006065.6	ENSG00000279171
AC104581.3	ENSG00000279174
AL033543.1	ENSG00000279175
AC079316.2	ENSG00000279176
AL662907.2	ENSG00000279179
AC061709.3	ENSG00000279180
AC110801.1	ENSG00000279181
CR559946.2	ENSG00000279182
ENSG00000279184	ENSG00000279184
ENSG00000279185	ENSG00000279185
AC027601.5	ENSG00000279187
ENSG00000279188	ENSG00000279188
AP003972.1	ENSG00000279189
AC007656.3	ENSG00000279190
